cve_id,year,cvss_score,severity,cwes,bucket,auto_reason,description,references,reviewer_note
CVE-2022-48285,2022,7.3,HIGH,CWE-22,ATTENUATION_MITIGATED,CWE match in attenuation set: ['CWE-22'],loadAsync in JSZip before 3.8.0 allows Directory Traversal via a crafted ZIP archive.,exchange.xforce.ibmcloud.com|github.com|security.netapp.com|www.mend.io,
CVE-2023-0454,2023,8.1,HIGH,CWE-22,ATTENUATION_MITIGATED,CWE match in attenuation set: ['CWE-22'],OrangeScrum version 2.0.11 allows an authenticated external attacker to delete arbitrary local files from the server. This is possible because the application uses an unsanitized attacker-controlled parameter to construct an internal path.,fluidattacks.com|github.com,
CVE-2023-24538,2023,9.8,CRITICAL,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],"Templates do not properly consider backticks (`) as Javascript string delimiters, and do not escape them as expected. Backticks are used, since ES6, for JS template literals. If a template contains a Go template action within a Javascript template literal, the contents of the action can be used to terminate the literal, injecting arbitrary Javascript code into the Go template. As ES6 template lite",go.dev|groups.google.com|pkg.go.dev|security.gentoo.org|security.netapp.com,
CVE-2023-25652,2023,7.5,HIGH,CWE-22,ATTENUATION_MITIGATED,CWE match in attenuation set: ['CWE-22'],"Git is a revision control system. Prior to versions 2.30.9, 2.31.8, 2.32.7, 2.33.8, 2.34.8, 2.35.8, 2.36.6, 2.37.7, 2.38.5, 2.39.3, and 2.40.1, by feeding specially crafted input to `git apply --reject`, a path outside the working tree can be overwritten with partially controlled contents (corresponding to the rejected hunk(s) from the given patch). A fix is available in versions 2.30.9, 2.31.8, 2",github.com|lists.debian.org|lists.fedoraproject.org|security.gentoo.org|www.openwall.com,
CVE-2023-26111,2023,7.5,HIGH,CWE-22,ATTENUATION_MITIGATED,CWE match in attenuation set: ['CWE-22'],"All versions of the package @nubosoftware/node-static; all versions of the package node-static are vulnerable to Directory Traversal due to improper file path sanitization in the startsWith() method in the servePath function.",gist.github.com|github.com|security.snyk.io,
CVE-2023-26256,2023,7.5,HIGH,CWE-22,ATTENUATION_MITIGATED,CWE match in attenuation set: ['CWE-22'],"An unauthenticated path traversal vulnerability affects the ""STAGIL Navigation for Jira - Menu & Themes"" plugin before 2.0.52 for Jira. By modifying the fileName parameter to the snjFooterNavigationConfig endpoint, it is possible to traverse and read the file system.",github.com|marketplace.atlassian.com,
CVE-2023-27224,2023,9.8,CRITICAL,CWE-77,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-77'],An issue found in NginxProxyManager v.2.9.19 allows an attacker to execute arbitrary code via a lua script to the configuration file.,github.com,
CVE-2023-30260,2023,8.8,HIGH,CWE-77,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-77'],Command injection vulnerability in RaspAP raspap-webgui 2.8.8 and earlier allows remote attackers to run arbitrary commands via crafted POST request to hostapd settings form.,eldstal.se|github.com,
CVE-2023-31476,2023,7.5,HIGH,CWE-77,OUT_OF_SCOPE_BELOW_LANG,description matches below-language artefact,"An issue was discovered on GL.iNet devices running firmware before 3.216. There is an arbitrary file write in which an empty file can be created almost anywhere on the filesystem, as long as the filename and path is no more than 6 characters (the working directory is /www).",github.com,
CVE-2023-33487,2023,9.8,CRITICAL,CWE-77,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-77'],"TOTOLINK X5000R V9.1.0u.6118_B20201102 and V9.1.0u.6369_B20230113 contains a command insertion vulnerability in setDiagnosisCfg.This vulnerability allows an attacker to execute arbitrary commands through the ""ip"" parameter.",github.com,
CVE-2023-34251,2023,9.9,CRITICAL,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],Grav is a flat-file content management system. Versions prior to 1.7.42 are vulnerable to server side template injection. Remote code execution is possible by embedding malicious PHP code on the administrator screen by a user with page editing privileges. Version 1.7.42 contains a fix for this issue.,github.com,
CVE-2023-36825,2023,9.6,CRITICAL,CWE-502,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-502'],"Orchid is a Laravel package that allows application development of back-office applications, admin/user panels, and dashboards. A vulnerability present starting in version 14.0.0-alpha4 and prior to version 14.5.0 is related to the deserialization of untrusted data from the `_state` query parameter, which can result in remote code execution. The issue has been addressed in version 14.5.0. Users ar",github.com,
CVE-2023-36954,2023,9.8,CRITICAL,CWE-77,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-77'],TOTOLINK CP300+ V5.2cu.7594_B20200910 and before is vulnerable to command injection.,github.com,
CVE-2023-37909,2023,9.9,CRITICAL,"CWE-94,CWE-95",STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],"XWiki Platform is a generic wiki platform offering runtime services for applications built on top of it. Starting in version 5.1-rc-1 and prior to versions 14.10.8 and 15.3-rc-1, any user who can edit their own user profile can execute arbitrary script macros including Groovy and Python macros that allow remote code execution including unrestricted read and write access to all wiki contents. This ",github.com|jira.xwiki.org,
CVE-2023-38879,2023,7.5,HIGH,CWE-22,ATTENUATION_MITIGATED,CWE match in attenuation set: ['CWE-22'],The Community Edition version 9.0 of OS4ED's openSIS Classic allows remote attackers to read arbitrary files via a directory traversal vulnerability in the 'filename' parameter of 'DownloadWindow.php'.,github.com|www.os4ed.com,
CVE-2023-38889,2023,9.8,CRITICAL,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],An issue in Alluxio v.2.9.3 and before allows an attacker to execute arbitrary code via a crafted script to the username parameter of lluxio.util.CommonUtils.getUnixGroups(java.lang.String).,github.com,
CVE-2023-39362,2023,7.2,HIGH,"CWE-77,CWE-78",STRUCTURAL_REJECT,"CWE match in structural set: ['CWE-77', 'CWE-78']","Cacti is an open source operational monitoring and fault management framework. In Cacti 1.2.24, under certain conditions, an authenticated privileged user, can use a malicious string in the SNMP options of a Device, performing command injection and obtaining remote code execution on the underlying server. The `lib/snmp.php` file has a set of functions, with similar behavior, that accept in input s",github.com|lists.debian.org|lists.fedoraproject.org|packetstormsecurity.com|www.debian.org|www.vicarius.io,
CVE-2023-39680,2023,7.5,HIGH,CWE-502,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-502'],"Sollace Unicopia version 1.1.1 and before was discovered to deserialize untrusted data, allowing attackers to execute arbitrary code.",gist.github.com,
CVE-2023-3975,2023,9.8,CRITICAL,CWE-78,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-78'],OS Command Injection in GitHub repository jgraph/drawio prior to 21.5.0.,github.com|huntr.dev,
CVE-2023-41005,2023,7.8,HIGH,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],An issue in Pagekit pagekit v.1.0.18 alows a remote attacker to execute arbitrary code via thedownloadAction and updateAction functions in UpdateController.php,github.com,
CVE-2023-41319,2023,8.8,HIGH,"CWE-693,CWE-94",STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],"Fides is an open-source privacy engineering platform for managing the fulfillment of data privacy requests in a runtime environment, and the enforcement of privacy regulations in code. The Fides webserver API allows custom integrations to be uploaded as a ZIP file. This ZIP file must contain YAML files, but Fides can be configured to also accept the inclusion of custom Python code in it. The custo",github.com,
CVE-2023-4221,2023,7.2,HIGH,CWE-78,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-78'],Command injection in `main/lp/openoffice_presentation.class.php` in Chamilo LMS <= v1.11.24 allows users permitted to upload Learning Paths to obtain remote code execution via improper neutralisation of special characters.,github.com|starlabs.sg|support.chamilo.org,
CVE-2023-42462,2023,7.7,HIGH,"CWE-22,CWE-434",ATTENUATION_MITIGATED,CWE match in attenuation set: ['CWE-22'],"GLPI stands for Gestionnaire Libre de Parc Informatique is a Free Asset and IT Management Software package, that provides ITIL Service Desk features, licenses tracking and software auditing. The document upload process can be diverted to delete some files. Users are advised to upgrade to version 10.0.10. There are no known workarounds for this vulnerability.",github.com,
CVE-2023-42471,2023,9.8,CRITICAL,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],The wave.ai.browser application through 1.0.35 for Android allows a remote attacker to execute arbitrary JavaScript code via a crafted intent. It contains a manifest entry that exports the wave.ai.browser.ui.splash.SplashScreen activity. This activity uses a WebView component to display web content and doesn't adequately validate or sanitize the URI or any extra data passed in the intent by a thir,github.com,
CVE-2023-43481,2023,9.8,CRITICAL,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],An issue in Shenzhen TCL Browser TV Web BrowseHere (aka com.tcl.browser) 6.65.022_dab24cc6_231221_gp allows a remote attacker to execute arbitrary JavaScript code via the com.tcl.browser.portal.browse.activity.BrowsePageActivity component.,github.com,
CVE-2023-43654,2023,10.0,CRITICAL,CWE-918,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-918'],"TorchServe is a tool for serving and scaling PyTorch models in production. TorchServe default configuration lacks proper input validation, enabling third parties to invoke remote HTTP download requests and write files to the disk. This issue could be taken advantage of to compromise the integrity of the system and sensitive data. This issue is present in versions 0.1.0 to 0.8.1. A user is able to ",github.com|packetstormsecurity.com,
CVE-2023-46958,2023,9.8,CRITICAL,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],An issue in lmxcms v.1.41 allows a remote attacker to execute arbitrary code via a crafted script to the admin.php file.,gist.github.com|www.lmxcms.com,
CVE-2023-47353,2023,8.8,HIGH,CWE-494,ATTENUATION_MITIGATED,CWE match in attenuation set: ['CWE-494'],An issue in the com.oneed.dvr.service.DownloadFirmwareService component of IMOU GO v1.0.11 allows attackers to force the download of arbitrary files.,github.com|play.google.com,
CVE-2023-50265,2023,7.5,HIGH,CWE-22,ATTENUATION_MITIGATED,CWE match in attenuation set: ['CWE-22'],"Bazarr manages and downloads subtitles. Prior to 1.3.1, the /api/swaggerui/static endpoint in bazarr/app/ui.py does not validate the user-controlled filename variable and uses it in the send_file function, which leads to an arbitrary file read on the system. This issue is fixed in version 1.3.1.",github.com|securitylab.github.com,
CVE-2023-51770,2023,7.5,HIGH,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],"Arbitrary File Read Vulnerability in Apache Dolphinscheduler.

This issue affects Apache DolphinScheduler: before 3.2.1. 

We recommend users to upgrade Apache DolphinScheduler to version 3.2.1, which fixes the issue.",github.com|lists.apache.org|www.openwall.com,
CVE-2023-52251,2023,8.8,HIGH,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],An issue discovered in provectus kafka-ui 0.4.0 through 0.7.1 allows remote attackers to execute arbitrary code via the q parameter of /api/clusters/local/topics/{topic}/messages.,github.com|packetstormsecurity.com,
CVE-2024-14021,2024,7.8,HIGH,CWE-502,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-502'],LlamaIndex (run-llama/llama_index) versions up to and including 0.11.6 contain an unsafe deserialization vulnerability in BGEM3Index.load_from_disk() in llama_index/indices/managed/bge_m3/base.py. The function uses pickle.load() to deserialize multi_embed_store.pkl from a user-supplied persist_dir without validation. An attacker who can provide a crafted persist directory containing a malicious pi,github.com|huntr.com|www.llamaindex.ai|www.vulncheck.com,
CVE-2024-21547,2024,7.5,HIGH,CWE-22,ATTENUATION_MITIGATED,CWE match in attenuation set: ['CWE-22'],Versions of the package spatie/browsershot before 5.0.2 are vulnerable to Directory Traversal due to URI normalisation in the browser where the file:// check can be bypassed with file:\\. An attacker could read any file on the server by exploiting the normalization of \ into /.,gist.github.com|github.com|security.snyk.io,
CVE-2024-23108,2024,10.0,CRITICAL,CWE-78,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-78'],An improper neutralization of special elements used in an os command ('os command injection') vulnerability in Fortinet  allows attacker to execute unauthorized code or commands via via crafted API requests.,fortiguard.com|github.com,
CVE-2024-25077,2024,9.8,CRITICAL,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],"An issue was discovered on Renesas SmartBond DA14691, DA14695, DA14697, and DA14699 devices. The Nonce used for on-the-fly decryption of flash images is stored in an unsigned header, allowing its value to be modified without invalidating the signature used for secureboot image verification. Because the encryption engine for on-the-fly decryption uses AES in CTR mode without authentication, an atta",github.com,
CVE-2024-25180,2024,9.8,CRITICAL,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],An issue discovered in pdfmake 0.2.9 allows remote attackers to run arbitrary code via crafted POST request to the /pdf endpoint. NOTE: this is disputed because the behavior of the /pdf endpoint is intentional. The /pdf endpoint is only available after installing a test framework (that lives outside of the pdfmake applicaton). Anyone installing this is responsible for ensuring that it is only avai,github.com|security.snyk.io|www.youtube.com,
CVE-2024-25181,2024,9.1,CRITICAL,CWE-918,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-918'],"A critical vulnerability has been identified in givanz VvvebJs 1.7.2, which allows both Server-Side Request Forgery (SSRF) and arbitrary file reading. The vulnerability stems from improper handling of user-supplied URLs in the ""file_get_contents"" function within the ""save.php"" file.",gist.github.com,
CVE-2024-25301,2024,7.2,HIGH,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],Redaxo v5.15.1 was discovered to contain a remote code execution (RCE) vulnerability via the component /pages/templates.php.,github.com,
CVE-2024-29895,2024,10.0,CRITICAL,CWE-77,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-77'],"Cacti provides an operational monitoring and fault management framework. A command injection vulnerability on the 1.3.x DEV branch allows any unauthenticated user to execute arbitrary command on the server when `register_argc_argv` option of PHP is `On`. In `cmd_realtime.php` line 119, the `$poller_id` used as part of the command execution is sourced from `$_SERVER['argv']`, which can be controlle",github.com,
CVE-2024-30637,2024,8.8,HIGH,CWE-77,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-77'],Tenda F1202 v1.2.0.20(408) has a command injection vulnerablility in the formWriteFacMac function in the mac parameter.,github.com,
CVE-2024-33344,2024,9.8,CRITICAL,CWE-77,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-77'],"D-Link DIR-822+ V1.0.5 was found to contain a command injection in ftext function of upload_firmware.cgi, which allows remote attackers to execute arbitrary commands via shell.",github.com|www.dlink.com.cn,
CVE-2024-35242,2024,8.8,HIGH,CWE-77,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-77'],"Composer is a dependency manager for PHP. On the 2.x branch prior to versions 2.2.24 and 2.7.7, the `composer install` command running inside a git/hg repository which has specially crafted branch names can lead to command injection. This requires cloning untrusted repositories. Patches are available in version 2.2.24 for 2.2 LTS or 2.7.7 for mainline. As a workaround, avoid cloning potentially co",github.com|lists.fedoraproject.org,
CVE-2024-3573,2024,9.3,CRITICAL,"CWE-22,CWE-29",ATTENUATION_MITIGATED,CWE match in attenuation set: ['CWE-22'],"mlflow/mlflow is vulnerable to Local File Inclusion (LFI) due to improper parsing of URIs, allowing attackers to bypass checks and read arbitrary files on the system. The issue arises from the 'is_local_uri' function's failure to properly handle URIs with empty or 'file' schemes, leading to the misclassification of URIs as non-local. Attackers can exploit this by crafting malicious model versions ",github.com|huntr.com,
CVE-2024-36267,2024,8.1,HIGH,CWE-22,ATTENUATION_MITIGATED,CWE match in attenuation set: ['CWE-22'],"Path traversal vulnerability exists in Redmine DMSF Plugin versions prior to 3.1.4. If this vulnerability is exploited, a logged-in user may obtain or delete arbitrary files on the server (within the privilege of the Redmine process).",github.com|jvn.jp,
CVE-2024-37391,2024,7.8,HIGH,CWE-78,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-78'],"ProtonVPN before 3.2.10 on Windows mishandles the drive installer path, which should use this: '""' + ExpandConstant('{autopf}\Proton\Drive') + '""' in Setup/setup.iss.",github.com,
CVE-2024-39687,2024,7.2,HIGH,CWE-918,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-918'],"Fedify is a TypeScript library for building federated server apps powered by ActivityPub and other standards. At present, when Fedify needs to retrieve an object or activity from a remote activitypub server, it makes a HTTP request to the `@id` or other resources present within the activity it has received from the web. This activity could reference an `@id` that points to an internal IP address, ",github.com,
CVE-2024-39705,2024,9.8,CRITICAL,CWE-502,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-502'],"NLTK through 3.8.1 allows remote code execution if untrusted packages have pickled Python code, and the integrated data package download functionality is used. This affects, for example, averaged_perceptron_tagger and punkt.",github.com|www.vicarius.io,
CVE-2024-39780,2024,7.8,HIGH,"CWE-20,CWE-502",STRUCTURAL_REJECT,CWE match in structural set: ['CWE-502'],"A YAML deserialization vulnerability was found in the Robot Operating System (ROS) 'dynparam', a command-line tool for getting, setting, and deleting parameters of a dynamically configurable node, affecting ROS distributions Noetic and earlier. The issue is caused by the use of the yaml.load() function in the 'set' and 'get' verbs, and allows for the creation of arbitrary Python objects. Through t",github.com,
CVE-2024-41815,2024,7.4,HIGH,"CWE-77,CWE-78",STRUCTURAL_REJECT,"CWE match in structural set: ['CWE-77', 'CWE-78']","Starship is a cross-shell prompt. Starting in version 1.0.0 and prior to version 1.20.0, undocumented and unpredictable shell expansion and/or quoting rules make it easily to accidentally cause shell injection when using custom commands with starship in bash. This issue only affects users with custom commands, so the scope is limited, and without knowledge of others' commands, it could be hard to ",github.com,
CVE-2024-41956,2024,8.1,HIGH,CWE-78,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-78'],"Soft Serve is a self-hostable Git server for the command line. Prior to 0.7.5, it is possible for a user who can commit files to a repository hosted by Soft Serve to execute arbitrary code via environment manipulation and Git. The issue is that Soft Serve passes all environment variables given by the client to git subprocesses. This includes environment variables that control program execution, su",github.com,
CVE-2024-42355,2024,8.3,HIGH,"CWE-1336,CWE-94",STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],"Shopware, an open ecommerce platform, has a new Twig Tag `sw_silent_feature_call` which silences deprecation messages while triggered in this tag. Prior to versions 6.6.5.1 and 6.5.8.13, it accepts as parameter a string the feature flag name to silence, but this parameter is not escaped properly and allows execution of code. Update to Shopware 6.6.5.1 or 6.5.8.13 to receive a patch. For older vers",github.com,
CVE-2024-42905,2024,9.8,CRITICAL,CWE-77,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-77'],"Beijing Digital China Cloud Technology Co., Ltd. DCME-320 v.7.4.12.60 has a command execution vulnerability, which can be exploited to obtain device administrator privileges via the getVar function in the code/function/system/tool/ping.php file.",github.com|immense-mirror-b42.notion.site,
CVE-2024-44373,2024,9.8,CRITICAL,CWE-22,ATTENUATION_MITIGATED,CWE match in attenuation set: ['CWE-22'],"A Path Traversal vulnerability in AllSky v2023.05.01 through v2024.12.06_06 allows an unauthenticated attacker to create a webshell and remote code execution via the path, content parameter to /includes/save_file.php.",gh0stmezh.wordpress.com|github.com|lean-strand-cb6.notion.site,
CVE-2024-44724,2024,7.2,HIGH,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],AutoCMS v5.4 was discovered to contain a PHP code injection vulnerability via the txtsite_url parameter at /admin/site_add.php. This vulnerability allows attackers to execute arbitrary PHP code via injecting a crafted value.,github.com,
CVE-2024-44757,2024,7.5,HIGH,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],An arbitrary file download vulnerability in the component /Basics/DownloadInpFile of NUS-M9 ERP Management Software v3.0.0 allows attackers to download arbitrary files and access sensitive information via a crafted interface request.,github.com,
CVE-2024-45290,2024,7.7,HIGH,"CWE-36,CWE-918",STRUCTURAL_REJECT,CWE match in structural set: ['CWE-918'],"PHPSpreadsheet is a pure PHP library for reading and writing spreadsheet files. It's possible for an attacker to construct an XLSX file which links media from external URLs. When opening the XLSX file, PhpSpreadsheet retrieves the image size and type by reading the file contents, if the provided path is a URL. By using specially crafted `php://filter` URLs an attacker can leak the contents of any ",github.com,
CVE-2024-45893,2024,8.0,HIGH,CWE-78,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-78'],DrayTek Vigor3900 1.5.1.3 contains a post-authentication command injection vulnerability. This vulnerability occurs when the `action` parameter in `cgi-bin/mainfunction.cgi` is set to `setSWMOption.`,github.com,
CVE-2024-46455,2024,9.8,CRITICAL,CWE-611,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-611'],unstructured v.0.14.2 and before is vulnerable to XML External Entity (XXE) via the XMLParser.,binarysouljour.me|github.com,
CVE-2024-48140,2024,7.5,HIGH,CWE-77,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-77'],A prompt injection vulnerability in the chatbox of Butterfly Effect Limited Monica Your AI Copilot powered by ChatGPT4 v6.3.0 allows attackers to access and exfiltrate all previous and subsequent chat data between the user and the AI assistant via a crafted message.,chromewebstore.google.com|github.com,
CVE-2024-50960,2024,7.2,HIGH,CWE-94,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-94'],"A command injection vulnerability in the Nmap diagnostic tool in the admin web console of Extron SMP 111 <=3.01, SMP 351 <=2.16, SMP 352 <= 2.16, and SME 211 <= 3.02, allows a remote authenticated attacker to execute arbitrary commands as root on the underlying operating system.",github.com|ryanmroth.com|www.extron.com,
CVE-2024-51023,2024,8.8,HIGH,CWE-78,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-78'],D-Link DIR_823G 1.0.2B05 was discovered to contain a command injection vulnerability via the Address parameter in the SetNetworkTomographySettings function. This vulnerability allows attackers to execute arbitrary OS commands via a crafted request.,github.com|www.dlink.com,
CVE-2024-51186,2024,8.0,HIGH,CWE-77,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-77'],D-Link DIR-820L 1.05b03 was discovered to contain a remote code execution (RCE) vulnerability via the ping_addr parameter in the ping_v4 and ping_v6 functions.,github.com|legacy.us.dlink.com|www.dlink.com,
CVE-2024-51259,2024,9.8,CRITICAL,CWE-77,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-77'],DrayTek Vigor3900 1.5.1.3 allows attackers to inject malicious commands into mainfunction.cgi and execute arbitrary commands by calling the setup_cacertificate function.,github.com,
CVE-2024-54000,2024,7.5,HIGH,CWE-918,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-918'],"Mobile Security Framework (MobSF) is a pen-testing, malware analysis and security assessment framework capable of performing static and dynamic analysis. In versions prior to 3.9.7, the requests.get() request in the _check_url method is specified as allow_redirects=True, which allows a server-side request forgery when a request to .well-known/assetlinks.json"" returns a 302 redirect. This is a bypa",github.com,
CVE-2024-55875,2024,9.8,CRITICAL,"CWE-200,CWE-611,CWE-918",STRUCTURAL_REJECT,"CWE match in structural set: ['CWE-611', 'CWE-918']","http4k is a functional toolkit for Kotlin HTTP applications. Prior to version 5.41.0.0, there is a potential XXE (XML External Entity Injection) vulnerability when http4k handling malicious XML contents within requests, which might allow attackers to read local sensitive information on server, trigger Server-side Request Forgery and even execute code under some circumstances. Version 5.41.0.0 cont",github.com,
CVE-2024-58274,2024,8.3,HIGH,CWE-78,STRUCTURAL_REJECT,CWE match in structural set: ['CWE-78'],"Hikvision CSMP (Comprehensive Security Management Platform) iSecure Center through 2024-08-01 allows execution of a command within $( ) in /center/api/installation/detection JSON data, as exploited in the wild in 2024 and 2025.",forum.butian.net|github.com|xz.aliyun.com,
CVE-2024-6507,2024,8.1,HIGH,"CWE-78,CWE-94",STRUCTURAL_REJECT,"CWE match in structural set: ['CWE-78', 'CWE-94']",Command injection when ingesting a remote Kaggle dataset due to a lack of input sanitization in the ingest_kaggle() API,github.com|research.jfrog.com,
